Primary ID,Number,Metabolite,Super Class,Class,Sub_Class,VIP 1,VIP 2
LivNeg_C031,982,PS(39:0)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.399407,1.02058
LivPos_C1185,1019,Dioleoyl-sn-glycero-3-phosphoethanolamine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.396549,0.969758
LivNeg_C824,703,PS(38:4)_7,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.396513,1.24243
LivPos_C1408,1150,PS(21:0)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.395416,0.713129
LivNeg_C694,910,PG(38:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.391352,0.895531
LivNeg_C819,836,Cilastatin,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.391185,1.17779
LivGC_C164,502,Raffinose,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.390098,1.27387
LivNeg_C006,1229,PS(37:0)_8,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.389488,0.881489
LivPos_C1036,88,GlcCer(34:2),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.387845,1.48584
LivNeg_C072,994,PE(38:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.385221,0.804158
LivNeg_C540,951,Palmitic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.384492,0.959157
LivPos_C0325,1055,5-(1-hydroxypropan-2-yl)isolongifol-4-ene,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,0.381544,1.73862
LivNeg_C690,109,PIM1(30:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.381216,1.07297
LivPos_C0572,794,CL(80:12),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,0.380452,0.874358
LivPos_C0692,314,PI(42:2)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.379768,1.18169
LivPos_C0438,1141,Lyso PI(18:0 ),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.379095,0.867154
LivPos_C0892,347,Dihydromenaquinone-8,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.378426,2.03266
LivPos_C0534,691,Dihexadecanoyl-sn-glycero-3-phosphoethanolamine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.377446,1.03379
LivPos_C1412,283,PC(17:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.377245,0.600395
LivNeg_C127,93,Cer(40:2)_2,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.376698,1.23703
LivPos_C0604,937,PS(41:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.373748,1.8144
LivGC_C005,50,"Glucopyranose, D-",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.373407,1.17267
LivPos_C0704,1158,PS(39:0)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.37209,0.921881
LivPos_C1837,124,D-Linalool 3-glucoside,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,0.371542,0.550051
LivNeg_C501,1171,PS(40:6)_8,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.370528,1.05412
LivPos_C0174,568,n-Octyl B-D-Glucopyranoside,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,0.366092,0.615332
LivPos_C0189,881,PE(36:1)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.364266,0.509008
LivPos_C0003,151,3-Allyl-1-cyclohexene,Hydrocarbons,Unsaturated hydrocarbons,Olefins,0.360905,1.46952
LivNeg_C764,380,Ascorbic acid_1,Organoheterocyclic compounds,Dihydrofurans,Furanones,0.359501,0.862524
LivNeg_C421,969,Linoleic acid_3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.359343,1.00131
LivNeg_C404,275,PS(22:6)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.358218,1.12035
LivPos_C0929,280,"CE(11,3)",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,0.356206,0.705396
LivPos_C1565,390,DG(38:3)_2,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.354784,1.42568
LivNeg_C720,899,PE(36:0)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.351001,1.05737
LivPos_C1250,307,Hydroxyphthioceranic acid_2,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids,0.350659,1.0337
LivPos_C1614,651,PS(21:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.349042,0.646868
LivPos_C0440,782,CL(72:3),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,0.348871,1.22251
LivNeg_C294,985,PS(39:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.346959,0.951084
LivPos_C0278,894,DG(37:2),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.345253,0.672715
LivPos_C1154,423,"3-Digalloyl-4,5-di-O-galloylquinic acid",Phenylpropanoids and polyketides,Depsides and depsidones,,0.344184,1.05562
LivNeg_C788,1128,Peptide_6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.343682,1.0399
LivPos_C0830,412,CL(84:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,0.342178,1.06246
LivPos_C0640,529,PC(46:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.341553,1.43267
LivPos_C0053,1147,PE(40:4)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.340695,1.11354
LivGC_C221,1051,"Butanoic acid, 4-amino-",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.340663,1.1334
LivPos_C1130,707,3-O-Sulfogalactosylceramide (38:1),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.337574,1.16687
LivPos_C0106,1173,PS(34:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.336527,1.27815
LivPos_C0728,843,PA(40:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.335684,1.12481
LivGC_C108,932,Ascorbic acid_2,Organoheterocyclic compounds,Dihydrofurans,Furanones,0.333448,1.30083
LivNeg_C344,966,PI(36:4)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.332822,0.371517
LivPos_C0971,421,PA(34:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.332108,1.21582
LivPos_C0960,243,PE(37:5),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.331597,1.01281
LivPos_C0684,918,prostaglandin_3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,0.330651,0.772815
LivNeg_C628,188,Rishitin,Organooxygen compounds,Alcohols and polyols,Polyols,0.330555,0.63347
LivPos_C1403,711,LysoPC(20:5)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.330339,0.568404
LivPos_C0147,571,SM(24:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.330179,0.490567
LivPos_C0615,789,CE(14:1),Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,0.329777,1.05306
LivNeg_C375,1002,PS(40:6)_9,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.329315,0.951019
LivNeg_C536,636,Xanthine_1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,0.326131,1.20761
LivGC_C114,916,Xylose,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.322296,1.07394
LivPos_C0312,136,PG(39:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.321099,0.327185
LivPos_C0468,66,Linoleic acid_4,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.320222,1.1122
LivPos_C0901,417,Dipalmitoyl-sn-glycero-3-phosphoethanolamine_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.315078,0.404005
LivPos_C0966,425,PE(42:6)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.314209,0.754005
LivPos_C0439,324,PA(37:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.314177,0.758786
LivNeg_C813,1157,Octadecenoyl-glycero-phospho-glycerol_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.313396,1.52188
LivPos_C0730,563,DG(37:0),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.312631,1.01589
LivNeg_C629,1124,sn-glucero-3-phosphoethanolamine_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.312087,1.14617
LivPos_C0301,812,"Glycerol 1,2-dioctacosanoate",Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.310316,0.521127
LivGC_C136,44,Methionine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.307799,1.08025
LivNeg_C374,385,"Rescinnamidine;2',3'-Dihydrorescinnamine__3",Alkaloids and derivatives,Yohimbine alkaloids,Alkaloids,0.305754,0.522102
LivNeg_C078,809,PC(36:5)_3,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.304687,0.94793
LivNeg_C622,1036,PS(38:4)_12,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.30323,1.04152
LivNeg_C493,1084,PI(38:4)_16,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.303089,1.06892
LivNeg_C792,355,LysoPE(22:5)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.301892,1.29156
LivPos_C1257,1156,PC(37:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.301585,0.981511
LivGC_C292,820,Proline__1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.301473,1.57868
LivNeg_C116,1203,Tetracosahexaenoic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.30138,0.735957
LivPos_C0621,414,N-pentacosanoylsphingosine-1-phosphocholine_1,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.301241,1.28513
LivPos_C0811,762,CL(76:6),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,0.298598,1.06722
LivPos_C0250,86,DG(43:2),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.298549,0.815732
LivPos_C0067,1265,"7,3',4'-Trimethoxyisoflavone",Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids,0.295448,1.56159
LivNeg_C313,228,PS(38:4)_11,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.29484,0.897627
LivPos_C0208,1185,hydroxycholestenone,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,0.293552,0.659407
LivNeg_C445,254,Oleic acid_5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.293421,0.769919
LivGC_C456,920,Galacturonic acid,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.29196,0.575321
LivPos_C1237,298,Hydroxyphthioceranic acid_1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.291782,1.5371
LivPos_C0758,207,DG(41:5),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.291626,0.908969
LivPos_C0064,332,PE(34:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.290784,0.401303
LivNeg_C050,649,PI(37:3),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.289456,1.76769
LivGC_C233,1058,similar to Histidine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.289267,0.997729
LivGC_C557,230,Creatinine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.288688,0.763141
LivPos_C0012,705,Cer(16:0),Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.288424,1.35031
LivPos_C0309,695,sn-glucero-3-phosphoethanolamine_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.281266,0.987716
LivPos_C0447,404,PS(41:0)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.276577,0.669114
LivPos_C0118,944,Dimethyl-pentadecanyl-ladderaneglycerol,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.27017,1.28404
LivPos_C0130,261,"9-Deoxy-9-methylene-16,16-dimethyl Prostaglandin E2",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.269252,0.991809
LivPos_C0502,162,DG(40:7)_2,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.269027,1.14643
LivNeg_C610,434,4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-riazole,Organosulfur compounds,Thioethers,Aryl thioethers,0.268073,0.379233
LivNeg_C688,737,3-Demethylubiquinone-9,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.26785,1.51494
LivPos_C0277,664,Cer(39:2),Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.267277,0.841467
LivNeg_C729,611,PI(34:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.267047,0.722039
LivPos_C0089,727,CE(16:1),Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,0.266116,1.23118
LivPos_C0225,605,PC(38:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.265727,0.596482
LivGC_C105,1020,Uric acid _2,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,0.26411,1.08235
LivPos_C0329,442,Stigmasteryl ester(16:3)_1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,0.263487,0.454479
LivPos_C1489,309,all-trans-Decaprenyl diphosphate,Lipids and lipid-like molecules,Prenol lipids,Polyprenols,0.261654,0.389658
LivNeg_C398,701,Austinol,Organoheterocyclic compounds,Furopyrans,NA,0.259912,1.56005
LivNeg_C527,381,3-hydroxyicosanoic Acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.259199,1.4666
LivPos_C0594,4,"5,7alpha-Dihydro-1,4,4,7a-tetramethyl-4H-indene",Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,0.257854,1.07683
LivPos_C0293,104,PC(42:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.25765,0.984853
LivNeg_C106,101,Cer(42:2)_3,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.257548,0.988018
LivPos_C0046,542,phosphatidylcholine_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.25754,0.716199
LivPos_C0488,629,DG(40:4),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.256715,0.503908
LivPos_C0575,925,PI(37:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.254764,1.41946
LivPos_C0265,902,PG(37:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.253995,0.685469
LivPos_C0855,338,Eicosenoic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.253127,0.929243
LivGC_C013,825,Adenosine-5-monophosphate,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,0.251258,0.884002
LivPos_C0119,72,DG(40:5),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.249252,1.30297
LivNeg_C192,936,PS(40:6)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.247873,1.27899
LivGC_C116,127,Norleucine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.244987,1.13151
LivPos_C0626,1032,SM(24:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.242778,0.637482
LivPos_C0842,963,PE(41:6),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.241949,0.644092
LivPos_C0610,819,SM(42:1)_2,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.241107,0.909939
LivPos_C0573,778,Galbeta-Cer(38:1),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.237652,0.51749
LivNeg_C422,132,acetylenedicarboxylate_4,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,0.237163,1.02352
LivPos_C0721,476,Palmitic amide,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,0.236994,1.94825
LivNeg_C525,51,PC(42:10)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.23437,0.676256
LivPos_C0719,667,Methyl-19-norcholesta-tetraen-3-ol,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,0.233497,1.29199
LivNeg_C190,838,quinone isomer,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,0.233086,0.439343
LivPos_C0837,934,PC(40:6)_3,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.23118,0.491656
LivNeg_C755,817,"PS(MonoMe(11,3)/MonoMe(13,5))",Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.228913,1.22745
LivPos_C1378,1180,PC(36:5)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.22863,0.745098
LivNeg_C172,21,repaglinide aromatic amine,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,0.227443,0.356356
LivNeg_C586,326,PS(40:7),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.226877,1.4548
LivNeg_C245,374,acetylenedicarboxylate_3,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,0.226586,1.14855
LivGC_C069,860,Lyxose,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.225751,0.564569
LivNeg_C150,740,PC(34:1)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.224986,0.849206
LivNeg_C292,405,PS(43:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.221883,1.08369
LivPos_C0188,1270,Oleic acid_4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.219913,0.972586
LivPos_C0342,797,Campesteryl alpha-linolenate,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,0.21406,1.66652
LivPos_C0685,844,PC(36:6)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.214022,0.928508
LivPos_C0341,882,N-(3-(hexadecanoyloxy)-heptadecanoyl)-L-ornithine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.208467,1.31249
LivPos_C1345,153,IPC(36:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.20771,0.548406
LivPos_C1077,130,DG(47:0),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.206581,0.754453
LivPos_C1303,670,Glc-Sitosterol(22:0),Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,0.205839,1.29152
LivNeg_C378,810,PA(42:3),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.20447,1.3271
LivPos_C0321,1174,C18 Lyso PAF,Lipids and lipid-like molecules,Class Glycerophospholipids,Glycerophosphocholines,0.201067,1.0641
LivPos_C1783,1045,PE(40:4)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.199543,1.07591
LivNeg_C088,100,cucurbitacin glycoside,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,0.198559,0.805795
LivPos_C0974,1118,PC(35:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.195273,0.771806
LivNeg_C713,1236,PS(38:6),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.195102,1.02325
LivNeg_C776,362,PS(38:4)_13,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.194681,0.898108
LivGC_C090,510,"Pyridine, 2-hydroxy-",Organoheterocyclic compounds,Pyridines and derivatives,NA,0.193768,1.10464
LivPos_C0451,484,PG(42:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.191596,1.07546
LivPos_C0846,189,LysoPE(22:6)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.190776,0.815953
LivPos_C1508,1244,Hydroferulic acid,Phenylpropanoids and polyketides,Phenylpropanoic acids,,0.190726,0.759893
LivNeg_C193,1197,PS(40:6)_7,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.188148,1.23483
LivPos_C0607,793,Cer(40:2)_3,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.187631,0.92029
LivPos_C0367,239,Eicosenal,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes,0.185468,0.758945
LivPos_C0059,225,SM(30:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.178787,1.13811
LivNeg_C453,852,PE(42:7)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.178003,1.0779
LivNeg_C416,117,pyridine N-oxide,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinium derivatives,0.17637,0.565682
LivPos_C0132,148,Palmitic acid_3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.174352,1.07038
LivPos_C1016,885,Arachidonic acid_4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.172658,0.616413
LivNeg_C644,1139,PS(38:4)_9,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.171362,0.825608
LivNeg_C631,1106,Hydroxy-hexadecanoic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.169245,0.988697
LivPos_C0393,747,N-palmitoyl-D-sphingosyl-1-(2-aminoethyl)phosphonate,Lipids and lipid-like molecules,Sphingolipids,Phosphonosphingolipids,0.169188,0.851842
LivPos_C0443,846,PC(40:4)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.16757,1.18624
LivNeg_C642,1230,LysoPC(16:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.164268,0.887125
LivPos_C0335,759,SM(24:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.16278,0.656765
LivNeg_C257,624,Arachidonoylglycerophosphoinositol_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.160516,1.38516
LivPos_C1013,871,Octadecanamide,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,0.159979,0.918208
LivNeg_C182,201,PI(36:5),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.159772,1.06442
LivPos_C0383,716,SM(24:0),Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.158206,0.545001
LivPos_C1357,1160,PE(40:0)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.157376,1.27264
LivPos_C0327,1137,sn-glycero-3-phosphoserine_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.155593,0.875473
LivPos_C0024,134,Kaempferol 3-(2G-xylosylrutinoside)-7-glucoside,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,0.153796,1.14152
LivNeg_C520,1071,PS(38:4)_10,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.153619,0.593508
LivPos_C0004,397,CE(16:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.152915,1.43737
LivNeg_C059,447,Palmitoleic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.152114,0.789358
LivGC_C326,697,Proline__2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.151458,1.02156
LivPos_C0214,767,Nonadecanoic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.148863,1.32763
LivPos_C0683,1161,SM(34:1)_2,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.147582,0.405978
LivPos_C0975,76,PC(42:6)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.143247,0.791791
LivNeg_C157,329,PS(40:6)_10,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.142226,1.01851
LivPos_C0887,971,N-pentacosanoylsphingosine-1-phosphocholine_2,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.141162,0.530473
LivNeg_C567,879,syringic acid acetate_3,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,0.14078,1.04882
LivNeg_C812,1053,S-(PGJ2)-glutathione,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,0.139295,0.644533
LivNeg_C700,292,PG(44:10),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.137168,0.395838
LivGC_C017,107,Pyrroline-hydroxy-carboxylic-acid,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.131395,1.43837
LivGC_C139,77,6-deoxy-Mannopyranose,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.118907,1.3878
LivPos_C0988,578,PC(34:3)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.116118,1.04964
LivPos_C1147,113,SM(34:1)_3,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.115395,1.06184
LivPos_C0227,1038,PS(35:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.113153,0.963615
LivNeg_C778,182,"glycerol 1,2-cyclic phosphate",Organic acids and derivatives,Organic phosphoric acids and derivatives,NA,0.10988,0.702742
LivNeg_C229,1224,PI(36:3)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.107882,1.07575
LivGC_C043,1140,Hypoxanthine_2,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,0.0843985,1.39251
LivNeg_C412,544,Alpha-Linolenic acid,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.0842531,0.778422
LivNeg_C305,252,PS(39:3)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.0764638,0.515149
LivPos_C1242,939,Cer(42:1)_2,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.0189311,1.46924
